0,0,1
1,1,0
2,1,2
3,2,1
4,2,3
5,3,2
6,3,4
7,4,3
8,4,5
9,5,4
10,5,6
11,6,5
12,6,7
13,7,6
14,7,8
15,8,7
16,8,9
17,8,1354
18,9,8
19,10,11
20,10,316
21,11,10
22,11,19
23,12,13
24,12,522
25,13,12
26,13,14
27,14,13
28,14,15
29,15,14
30,15,16
31,16,15
32,17,18
33,17,743
34,18,17
35,18,19
36,18,774
37,19,18
38,19,11
39,20,21
40,20,275
41,21,20
42,21,22
43,22,21
44,22,23
45,23,22
46,23,24
47,24,23
48,24,25
49,25,24
50,25,26
51,26,25
52,26,27
53,27,26
54,27,421
55,28,29
56,29,28
57,29,30
58,30,29
59,30,31
60,30,113
61,31,30
62,31,32
63,32,31
64,32,33
65,33,32
66,33,34
67,34,33
68,34,35
69,35,34
70,35,36
71,36,35
72,36,37
73,37,36
74,37,38
75,38,37
76,38,39
77,39,38
78,39,40
79,40,39
80,40,41
81,41,40
82,41,42
83,42,41
84,42,43
85,43,42
86,43,44
87,44,43
88,44,45
89,45,44
90,45,46
91,46,45
92,46,47
93,47,46
94,47,48
95,48,47
96,48,49
97,49,48
98,49,50
99,50,49
100,50,51
101,51,50
102,51,52
103,52,51
104,52,53
105,53,52
106,53,54
107,54,53
108,54,55
109,55,54
110,55,56
111,56,55
112,56,57
113,57,56
114,57,58
115,58,57
116,58,59
117,59,58
118,59,60
119,60,59
120,60,61
121,61,60
122,61,62
123,62,61
124,62,63
125,63,62
126,63,64
127,64,63
128,64,65
129,65,64
130,65,66
131,66,65
132,66,67
133,67,66
134,67,68
135,68,67
136,68,69
137,69,68
138,69,70
139,70,69
140,70,71
141,71,70
142,71,72
143,72,71
144,72,73
145,73,72
146,73,74
147,74,73
148,74,75
149,75,74
150,75,76
151,76,75
152,76,77
153,77,76
154,77,78
155,78,77
156,78,79
157,79,78
158,79,80
159,80,79
160,80,81
161,81,80
162,81,82
163,82,81
164,82,83
165,83,82
166,83,84
167,84,83
168,84,85
169,85,84
170,85,86
171,86,85
172,86,87
173,87,86
174,87,88
175,88,87
176,88,89
177,89,88
178,89,90
179,90,89
180,90,91
181,91,90
182,91,92
183,92,91
184,92,93
185,93,92
186,93,94
187,94,93
188,94,95
189,95,94
190,95,96
191,96,95
192,96,97
193,97,96
194,97,98
195,98,97
196,98,99
197,99,98
198,99,100
199,100,99
200,100,101
201,101,100
202,101,102
203,102,101
204,102,103
205,103,102
206,103,104
207,103,932
208,104,103
209,104,105
210,105,104
211,105,106
212,106,105
213,106,107
214,106,1221
215,107,106
216,107,1227
217,108,109
218,108,741
219,109,108
220,109,110
221,110,109
222,110,111
223,111,110
224,111,112
225,112,111
226,112,941
227,113,30
228,113,114
229,113,227
230,114,113
231,115,116
232,115,925
233,116,115
234,116,117
235,117,116
236,117,118
237,118,117
238,118,328
239,118,440
240,118,444
241,119,120
242,120,119
243,120,121
244,121,120
245,121,122
246,122,121
247,122,123
248,123,122
249,123,124
250,123,386
251,124,123
252,124,125
253,125,124
254,125,126
255,125,385
256,126,125
257,126,132
258,127,128
259,127,195
260,128,127
261,128,196
262,129,130
263,130,129
264,130,131
265,130,523
266,131,130
267,132,126
268,132,133
269,133,132
270,133,134
271,134,133
272,134,135
273,135,134
274,135,136
275,136,135
276,136,137
277,137,136
278,137,138
279,138,137
280,138,139
281,139,138
282,139,140
283,140,139
284,140,454
285,141,142
286,142,141
287,142,143
288,143,142
289,143,144
290,144,143
291,144,145
292,144,1105
293,145,144
294,146,147
295,146,250
296,147,146
297,147,148
298,148,147
299,148,149
300,149,148
301,149,150
302,150,149
303,150,151
304,151,150
305,151,152
306,152,151
307,152,153
308,153,152
309,153,154
310,154,153
311,154,155
312,155,154
313,155,156
314,156,155
315,156,157
316,157,156
317,157,158
318,158,157
319,158,159
320,159,158
321,159,160
322,160,159
323,160,161
324,161,160
325,161,162
326,162,161
327,162,163
328,163,162
329,163,164
330,164,163
331,164,165
332,165,164
333,165,166
334,166,165
335,166,167
336,167,166
337,167,168
338,168,167
339,168,169
340,169,168
341,169,170
342,170,169
343,170,171
344,171,170
345,171,172
346,172,171
347,172,173
348,173,172
349,173,174
350,174,173
351,174,175
352,175,174
353,175,176
354,176,175
355,176,177
356,177,176
357,177,178
358,178,177
359,178,179
360,179,178
361,179,180
362,180,179
363,180,296
364,181,182
365,181,878
366,182,181
367,182,183
368,183,182
369,183,184
370,184,183
371,184,185
372,185,184
373,185,186
374,186,185
375,186,187
376,187,186
377,187,188
378,188,187
379,188,189
380,189,188
381,189,190
382,190,189
383,190,191
384,191,190
385,191,192
386,192,191
387,192,193
388,193,192
389,193,194
390,194,193
391,194,195
392,195,194
393,195,127
394,196,128
395,196,197
396,197,196
397,197,198
398,198,197
399,198,199
400,199,198
401,199,200
402,200,199
