0,534737.610202,5079076.05979,0.0
1,534744.188318,5079065.76367,0.0
2,534748.594925,5079055.12204,0.0
3,534750.823779,5079045.24597,0.0
4,534757.240475,5079036.06002,0.0
5,534769.286803,5079033.46102,0.0
6,534772.338056,5079043.0334,0.0
7,534769.867574,5079054.46362,0.0
8,534764.384828,5079063.21036,0.0
9,534761.449887,5079074.41576,0.0
10,534764.802889,5079085.54533,0.0
11,534771.591775,5079093.02763,0.0
12,534781.01539,5079101.30248,0.0
13,534788.108484,5079109.89759,0.0
14,534801.586423,5079114.97311,0.0
15,534816.033867,5079113.27655,0.0
16,534823.053649,5079121.09353,0.0
17,534832.491518,5079126.81306,0.0
18,534840.763811,5079132.74827,0.0
19,534851.357829,5079139.91874,0.0
20,534860.330545,5079145.52459,0.0
21,534870.759274,5079154.47188,0.0
22,534877.920423,5079164.73409,0.0
23,534886.480584,5079174.67086,0.0
24,534892.635752,5079184.37188,0.0
25,534898.249441,5079193.73654,0.0
26,534901.903847,5079206.42339,0.0
27,534902.926686,5079217.76214,0.0
28,534905.189553,5079229.44119,0.0
29,534907.682139,5079241.67707,0.0
30,534911.258877,5079254.3635,0.0
31,534918.494956,5079265.07061,0.0
32,534927.680871,5079274.1221,0.0
33,534934.927546,5079282.94046,0.0
34,534943.486824,5079292.98842,0.0
35,534950.540081,5079294.80592,0.0
36,534961.109361,5079292.53229,0.0
37,534972.841045,5079290.59855,0.0
38,534983.830425,5079282.66084,0.0
39,534992.722872,5079274.93351,0.0
40,534998.522511,5079265.07768,0.0
41,535004.93496,5079256.66972,0.0
42,535012.121107,5079248.71057,0.0
43,535023.164367,5079244.99532,0.0
44,535041.726018,5079243.21143,0.0
45,535050.595027,5079253.37239,0.0
46,535055.218549,5079245.62101,0.0
47,535054.007121,5079253.94723,0.0
48,535045.179291,5079250.23074,0.0
49,535037.458566,5079256.63133,0.0
50,535035.070317,5079267.17305,0.0
51,535035.164618,5079277.95103,0.0
52,535039.210555,5079289.97354,0.0
53,535043.734125,5079299.88771,0.0
54,535051.204033,5079310.37409,0.0
55,535057.909678,5079318.7451,0.0
56,535061.996749,5079309.7685,0.0
57,535058.496714,5079297.30464,0.0
58,535065.773078,5079287.1239,0.0
59,535071.379224,5079284.04461,0.0
60,535083.949668,5079284.78242,0.0
61,535091.227572,5079288.04576,0.0
62,535100.440267,5079292.32004,0.0
63,535111.776979,5079291.60651,0.0
64,535122.911699,5079285.44759,0.0
65,535133.182555,5079281.06151,0.0
66,535145.738505,5079284.35484,0.0
67,535152.856008,5079274.83995,0.0
68,535154.622874,5079264.40585,0.0
69,535158.332112,5079253.64944,0.0
70,535167.840729,5079246.81472,0.0
71,535179.634417,5079247.65943,0.0
72,535187.314291,5079248.48079,0.0
73,535197.755632,5079255.09545,0.0
74,535208.188144,5079249.59933,0.0
75,535212.050196,5079239.28826,0.0
76,535220.622411,5079233.33716,0.0
77,535225.331992,5079224.14199,0.0
78,535224.711735,5079210.36111,0.0
79,535232.97226,5079204.63047,0.0
80,535239.968769,5079202.78142,0.0
81,535249.023724,5079207.49945,0.0
82,535261.161466,5079202.45756,0.0
83,535269.193603,5079195.94791,0.0
84,535277.046481,5079193.65935,0.0
85,535285.791576,5079198.26456,0.0
86,535295.803254,5079198.5438,0.0
87,535303.073161,5079189.58549,0.0
88,535309.65084,5079179.51216,0.0
89,535320.23122,5079175.35037,0.0
90,535324.15529,5079167.81741,0.0
91,535323.291618,5079155.92396,0.0
92,535326.964473,5079151.6117,0.0
93,535326.640979,5079140.27686,0.0
94,535334.148928,5079130.43108,0.0
95,535336.043501,5079124.8865,0.0
96,535343.036329,5079123.7042,0.0
97,535349.366068,5079116.29608,0.0
98,535355.365054,5079112.44154,0.0
99,535363.454103,5079109.5989,0.0
100,535368.407251,5079112.18264,0.0
101,535374.393567,5079110.5502,0.0
102,535382.358061,5079115.92884,0.0
103,535390.099831,5079119.5285,0.0
104,535398.277486,5079128.35272,0.0
105,535403.362359,5079135.04824,0.0
106,535411.163936,5079141.75928,0.0
107,535414.914482,5079137.44751,0.0
108,535419.659493,5079135.69691,0.0
109,535421.787003,5079130.15368,0.0
110,535422.049715,5079124.93312,0.0
111,535429.524167,5079120.97597,0.0
112,535434.192845,5079119.00273,0.0
113,535440.938858,5079120.2635,0.0
114,535439.649806,5079114.92295,0.0
115,535445.844215,5079117.62497,0.0
116,535457.946058,5079118.91639,0.0
117,535463.691899,5079118.61595,0.0
118,535473.063655,5079122.22504,0.0
119,535480.159591,5079130.15432,0.0
120,535493.015334,5079135.3389,0.0
121,535502.897926,5079144.61746,0.0
122,535514.428981,5079150.68335,0.0
123,535525.020926,5079158.07718,0.0
124,535535.241312,5079162.5801,0.0
125,535547.127398,5079160.87055,0.0
126,535559.319509,5079159.94053,0.0
127,535593.882845,5079156.2502,0.0
128,535619.358898,5079153.50779,0.0
129,535630.22638,5079153.45916,0.0
130,535641.319054,5079154.74514,0.0
131,535620.921862,5079165.18309,0.0
132,535610.814001,5079168.12491,0.0
133,535606.982524,5079172.99163,0.0
134,535614.312368,5079180.70019,0.0
135,535605.810294,5079187.87334,0.0
136,535579.142659,5079195.3866,0.0
137,535569.099732,5079200.55101,0.0
138,535579.334267,5079229.6089,0.0
139,535591.916658,5079241.79191,0.0
140,535617.312233,5079266.49266,0.0
141,535625.107664,5079274.20391,0.0
142,535637.158686,5079284.27292,0.0
143,535648.609174,5079290.78304,0.0
144,535661.612009,5079297.30211,0.0
145,535658.069051,5079292.50409,0.0
146,535646.751719,5079303.32753,0.0
147,535637.023216,5079307.82699,0.0
148,535628.082409,5079310.33106,0.0
149,535622.495475,5079296.52157,0.0
150,535615.316548,5079289.59161,0.0
151,535605.255498,5079284.42283,0.0
152,535595.910233,5079276.25827,0.0
153,535591.344367,5079260.34362,0.0
154,535586.84142,5079246.98482,0.0
155,535578.181459,5079227.60234,0.0
156,535574.364277,5079216.46964,0.0
157,535570.892001,5079199.33911,0.0
158,535566.477425,5079184.092,0.0
159,535560.339244,5079171.6127,0.0
